SAPID,Instalacao,Transformador,N_Serie_LABELEC,Data Colheita,2FAL,Diagnostico_furanicos,H2,CH4,C2H2,C2H4,C2H6,CO,CO2,O2,N2,Diagnostico_AC,COR,Massa_Volumica,Tensao_Interfacial,Tensao_Disruptiva,Indice_Acidez,Teor_Agua,Tangente_Delta_90,Diagnostico_FQ,Recomendacoes
280187559,SE AMIEIRA,TR 3,44449,2017-02-15,0.05,Papel normal,1.0,1.0,1.0,1.0,1.0,7.0,1.0,9.8,29.2,Estado normal,2.5,0.866,22.0,64.0,0.05,6.0,0.014,Conforme.,Nova colheita com periodicidade pré-estabelecida
280187559,SE AMIEIRA,TR 3,44449,2018-05-10,0.05,Papel normal,6.0,2.0,1.0,1.0,1.0,94.0,1.15,26.2,68.5,Estado normal,2.5,0.866,22.0,71.0,0.07,5.0,0.013,Conforme.,Nova colheita com periodicidade pré-estabelecida
280187559,SE AMIEIRA,TR 3,44449,2019-03-20,0.05,Papel normal,6.0,6.0,1.0,1.0,1.0,149.0,1.97,25.7,63.1,Estado normal,2.5,0.866,22.0,90.0,0.07,5.0,0.014,Conforme.,Nova colheita com periodicidade pré-estabelecida
280187559,SE AMIEIRA,TR 3,44449,2020-03-17,0.05,Papel normal,6.0,3.0,1.0,2.0,2.0,149.0,1.96,25.7,60.5,Estado normal,2.0,0.866,22.0,96.0,0.07,4.0,0.016,Conforme.,Nova colheita com periodicidade pré-estabelecida
280187560,SE AREGOS,TR 1,67991,1998-10-08,0.05,,1.0,1.3,10.7,1.7,1.0,44.0,1.7,29.2,71.4,,3.0,0.863,23.6,85.8,0.04,7.4,0.014,,
280187560,SE AREGOS,TR 1,67991,2001-08-21,0.05,,1.0,1.2,6.8,1.2,1.0,40.1,1.43,40.3,105.2,,3.0,0.864,22.4,77.1,0.042,7.9,0.018,,
280187560,SE AREGOS,TR 1,67991,2003-12-12,0.05,,1.5,3.6,6.9,1.0,1.0,43.3,1.0,30.0,67.7,,2.5,0.866,21.4,54.2,0.044,6.6,0.018,,
280187560,SE AREGOS,TR 1,67991,2004-07-01,0.05,,1.2,1.1,4.8,1.0,1.0,29.4,1.0,29.4,62.7,,2.5,0.866,21.9,63.9,0.048,9.2,0.02,,
280187560,SE AREGOS,TR 1,67991,2005-09-15,0.05,,2.4,1.1,3.9,1.0,1.0,37.4,1.3,29.7,68.6,,2.5,0.8675,21.6,70.2,0.045,11.6,0.02,,
280187560,SE AREGOS,TR 1,67991,2006-12-06,0.05,,4.6,1.1,3.3,1.0,1.0,34.9,1.3,30.4,65.1,,2.5,0.8672,21.5,72.2,0.023,8.8,0.017,,
280187560,SE AREGOS,TR 1,67991,2007-05-18,0.05,,3.4,1.5,2.9,1.0,1.0,41.3,1.24,28.7,60.2,,2.5,0.8675,20.9,61.4,0.031,11.4,0.018,,
280187560,SE AREGOS,TR 1,67991,2008-09-26,0.05,,1.2,1.2,3.3,1.0,1.0,34.8,1.26,32.6,75.0,,2.5,0.8676,21.9,65.9,0.026,9.1,0.019,,
280187560,SE AREGOS,TR 1,67991,2009-11-12,0.05,,1.9,1.3,2.3,1.0,1.0,32.8,1.34,34.6,77.1,,2.5,0.8675,21.8,91.4,0.028,13.4,0.016,,
280187560,SE AREGOS,TR 1,67991,2010-03-17,0.05,,1.5,1.2,2.4,1.0,1.0,33.7,1.39,33.8,73.4,,2.5,0.8675,22.2,68.4,0.058,6.5,0.017,,
280187560,SE AREGOS,TR 1,67991,2011-04-28,0.05,,14.7,2.2,11.4,1.6,1.0,36.1,1.24,32.1,77.6,,2.5,0.8642,20.4,60.7,0.029,12.2,0.02,,
280187560,SE AREGOS,TR 1,67991,2012-02-28,0.05,,38.4,4.3,53.4,6.1,1.1,62.3,1.84,33.9,73.4,,2.5,0.8642,19.5,52.4,0.047,7.3,0.016,,
280187560,SE AREGOS,TR 1,67991,2013-02-27,0.05,,5.8,3.0,42.3,8.4,1.9,37.6,1.68,33.5,73.7,,2.0,0.8639,21.4,93.4,0.034,10.2,0.016,,
280187560,SE AREGOS,TR 1,67991,2014-03-11,0.05,,5.1,1.9,31.1,5.7,1.4,39.0,1.72,30.1,70.3,,2.5,0.8642,21.9,54.2,0.034,7.4,0.016,,
280187560,SE AREGOS,TR 1,67991,2016-02-19,0.05,Papel normal,7.0,2.0,39.0,4.0,1.0,43.0,1.84,29.8,68.9,Estado normal,2.5,0.8642,21.0,56.0,0.05,16.0,0.019,Conforme.,Nova colheita com periodicidade pré-estabelecida
280187560,SE AREGOS,TR 1,67991,2017-04-06,0.05,Papel normal,14.0,7.0,48.0,4.0,2.0,41.0,1.85,29.2,66.8,Estado normal,2.5,0.8642,21.0,74.0,0.04,10.0,0.019,Conforme.,Nova colheita com periodicidade pré-estabelecida
280187560,SE AREGOS,TR 1,67991,2018-05-22,0.05,Papel normal,7.0,2.0,49.0,6.0,1.0,41.0,1.7,27.8,66.6,Estado normal,2.5,0.864,20.0,75.0,0.04,6.0,0.019,Conforme.,Nova colheita com periodicidade pré-estabelecida
280187560,SE AREGOS,TR 1,67991,2019-05-09,0.05,Papel normal,3.0,2.0,40.0,6.0,2.0,48.0,2.13,32.0,68.3,Estado normal,2.5,0.864,22.0,77.0,0.03,7.0,0.017,Conforme.,Nova colheita com periodicidade pré-estabelecida
280187560,SE AREGOS,TR 1,67991,2020-05-06,0.05,Papel normal,3.0,2.0,34.0,6.0,1.0,51.0,2.03,29.9,64.9,Estado normal,2.5,0.864,22.0,96.0,0.03,9.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280187562,SE RUIVAES,EX TR 3,10403 S,1996-10-08,,,5.0,4.0,20.0,19.0,3.0,264.0,3.2,20.4,60.9,,5.0,0.864,20.0,76.8,0.096,11.6,0.087,,
280187562,SE RUIVAES,EX TR 3,10403 S,1998-11-27,0.72,,4.9,3.2,4.6,7.6,3.3,298.7,5.37,27.6,82.3,,5.0,0.867,19.0,88.3,0.154,13.2,0.051,,
280187562,SE RUIVAES,EX TR 3,10403 S,2001-08-03,0.97,,7.8,1.8,1.0,1.0,1.3,168.3,2.42,20.2,52.5,,5.0,0.866,16.0,82.3,0.184,16.0,0.061,,
280187562,SE RUIVAES,EX TR 3,10403 S,2002-08-01,1.39,,4.0,2.2,1.0,1.0,1.2,280.6,3.54,13.9,54.4,,5.5,0.863,15.3,62.8,0.178,24.3,0.062,,
280187562,SE RUIVAES,EX TR 3,10403 S,2003-06-03,0.96,,4.4,2.8,1.0,1.0,1.8,281.2,4.46,24.8,67.6,,5.5,0.865,16.0,76.7,0.158,18.1,0.064,,
280187562,SE RUIVAES,EX TR 3,10403 S,2004-05-25,0.05,,3.7,2.7,1.0,1.0,1.0,335.8,2.58,21.0,61.4,,1.0,0.869,28.6,78.4,0.024,3.0,0.009,,
280187562,SE RUIVAES,EX TR 3,10403 S,2005-07-21,0.09,,4.9,4.6,1.0,1.4,1.0,360.9,4.75,27.8,72.7,,1.5,0.8702,30.3,77.7,0.012,7.0,0.013,,
280187562,SE RUIVAES,EX TR 3,10403 S,2006-09-07,0.11,,10.3,3.9,1.0,3.3,1.8,300.5,5.1,22.6,70.7,,1.5,0.8702,30.2,72.0,0.039,6.4,0.009,,
280187562,SE RUIVAES,EX TR 3,10403 S,2007-07-10,0.13,,21.2,3.3,1.0,2.2,1.9,247.3,4.53,18.8,64.3,,1.5,0.8699,28.9,71.7,0.02,12.6,0.011,,
280187562,SE RUIVAES,EX TR 3,10403 S,2008-09-23,0.16,,41.2,3.5,1.0,2.3,2.7,313.3,5.48,21.7,74.1,,1.5,0.8703,27.1,76.7,0.033,6.6,0.013,,
280187562,SE RUIVAES,EX TR 3,10403 S,2009-03-05,0.14,,19.1,2.5,1.0,1.8,2.4,161.4,4.47,27.7,71.5,,1.5,0.8703,23.5,85.9,0.029,4.8,0.013,,
280187562,SE RUIVAES,EX TR 3,10403 S,2010-04-27,0.19,,21.9,2.6,1.0,1.7,2.5,215.9,5.19,26.8,66.4,,1.5,0.8703,24.6,62.6,0.044,7.8,0.02,,
280187562,SE RUIVAES,EX TR 3,10403 S,2011-01-28,0.12,,8.6,3.0,1.0,1.9,2.6,176.9,4.41,30.7,72.4,,2.0,0.867,24.1,77.4,0.043,6.4,0.018,,
280187562,SE RUIVAES,EX TR 3,10403 S,2012-08-31,0.17,,23.4,2.6,1.0,1.4,1.9,248.0,3.94,22.6,56.0,,2.0,0.867,24.1,90.7,0.049,8.1,0.022,,
280187562,SE RUIVAES,EX TR 3,10403 S,2013-08-01,0.21,,13.7,3.6,1.0,3.2,2.4,259.1,4.21,24.7,62.3,,2.0,0.867,24.0,74.0,0.061,7.0,0.021,,
280187562,SE RUIVAES,TR 3,10403 S,2014-10-31,0.21,Sintomas de degradação significativa do papel antes da substituição do óleo.,9.0,4.0,1.0,5.0,3.0,251.0,3.9,25.1,64.8,Estado normal,2.0,0.867,22.0,77.0,0.05,9.0,0.022,Conforme.,Nova colheita com periodicidade pré-estabelecida
280187562,SE RUIVAES,TR 3,10403 S,2015-07-30,0.23,Sintomas de degradação significativa do papel antes da substituição do óleo.,12.0,3.0,1.0,1.0,2.0,289.0,4.28,23.3,62.7,Estado normal,2.0,0.8671,22.0,81.0,0.08,5.0,0.014,Conforme.,"Nova colheita com periodicidade pré-estabelecida. Passivação, regeneração ou substituição total do óleo."
280187563,SE RUIVAES,EX TR 4,7664 S,1996-10-08,,,21.0,6.0,97.0,12.0,2.0,218.0,2.7,25.4,62.3,,2.5,0.863,21.1,75.4,0.1,10.4,0.028,,
280187563,SE RUIVAES,EX TR 4,7664 S,1998-11-27,0.28,,36.3,8.4,90.9,12.9,2.8,289.9,4.14,27.6,72.5,,2.5,0.866,20.9,70.6,0.116,10.0,0.022,,
280187563,SE RUIVAES,EX TR 4,7664 S,1999-09-08,0.35,,9.2,6.7,101.0,14.0,2.8,257.0,3.53,27.0,73.0,,3.0,0.865,20.7,72.3,0.111,12.4,0.035,,
280187563,SE RUIVAES,EX TR 4,7664 S,2001-08-03,0.4,,10.7,6.6,97.5,11.4,2.2,248.9,3.01,25.1,64.1,,3.0,0.866,19.8,78.4,0.114,11.8,0.029,,
280187563,SE RUIVAES,EX TR 4,7664 S,2002-08-01,0.4,,17.9,5.6,59.4,4.4,2.0,378.4,4.49,20.4,62.6,,3.0,0.862,17.5,49.0,0.108,17.6,0.037,,
280187563,SE RUIVAES,EX TR 4,7664 S,2003-06-03,0.47,,11.5,4.5,66.7,6.9,2.0,269.2,3.75,28.0,68.3,,3.0,0.864,18.0,48.4,0.108,12.4,0.027,,
280187563,SE RUIVAES,EX TR 4,7664 S,2004-05-25,0.37,,7.4,2.7,36.3,3.6,1.7,216.9,2.78,26.9,66.1,,2.5,0.868,17.3,67.0,0.129,14.1,0.028,,
280187563,SE RUIVAES,EX TR 4,7664 S,2005-07-21,0.61,,6.0,3.4,14.4,1.0,1.3,255.1,3.18,31.2,74.2,,3.0,0.8686,16.2,53.4,0.137,22.4,0.039,,
280187563,SE RUIVAES,EX TR 4,7664 S,2006-09-07,0.61,,7.0,2.8,4.8,1.4,1.5,255.4,3.67,30.0,72.6,,3.0,0.8686,16.9,74.2,0.14,13.5,0.031,,
280187563,SE RUIVAES,EX TR 4,7664 S,2007-07-10,0.58,,5.3,2.4,3.0,1.0,1.3,208.1,3.16,26.6,65.4,,2.5,0.8683,17.2,40.5,0.128,16.3,0.036,,
280187563,SE RUIVAES,EX TR 4,7664 S,2008-09-23,0.55,,7.8,2.4,2.3,1.0,1.4,289.1,4.26,29.7,73.4,,2.5,0.8687,17.0,50.7,0.13,12.9,0.03,,
280187563,SE RUIVAES,EX TR 4,7664 S,2009-03-05,0.53,,4.4,2.2,2.0,1.0,1.2,157.3,3.76,33.4,75.6,,2.5,0.8687,16.7,73.3,0.113,10.0,0.028,,
280187563,SE RUIVAES,EX TR 4,7664 S,2010-04-27,0.57,,5.2,2.1,2.4,1.0,1.3,180.4,4.0,30.4,66.5,,2.5,0.8687,18.0,40.4,0.14,16.0,0.028,,
280187563,SE RUIVAES,EX TR 4,7664 S,2011-01-28,0.49,,2.2,2.5,1.9,1.0,1.3,168.4,3.65,32.4,72.7,,2.5,0.8653,17.0,70.6,0.133,10.7,0.024,,
280187563,SE RUIVAES,EX TR 4,7664 S,2012-08-31,0.43,,12.9,1.9,1.0,1.0,1.0,191.9,2.61,23.8,52.8,,2.5,0.8654,17.6,51.1,0.137,13.0,0.026,,
280187563,SE RUIVAES,EX TR 4,7664 S,2013-08-01,0.52,,7.0,2.9,1.1,1.5,1.2,223.2,3.02,27.1,62.7,,3.0,0.8653,17.7,59.9,0.158,14.0,0.028,,
280187563,SE RUIVAES,EX TR 4,7664 S,2013-10-08,0.54,,,,,,,,,,,,3.0,0.8653,17.8,58.4,0.149,11.6,0.028,,
280187563,SE RUIVAES,EX TR 4,7664 S,2013-12-17,0.05,,2.8,1.8,1.0,3.2,1.0,15.9,1.0,6.4,15.7,,1.0,0.8641,36.4,78.4,0.014,7.0,0.003,,
280187563,SE RUIVAES,EX TR 4,7664 S,2014-03-27,,,,,,,,,,,,,,0.8608,29.6,,0.001,,0.005,,
280187563,SE RUIVAES,TR 4,7664 S,2014-10-31,0.18,Sintomas de degradação ligeira do papel antes da regeneração do óleo.,3.0,3.0,1.0,3.0,1.0,188.0,2.27,27.5,65.1,Estado normal,1.0,0.8642,27.0,40.0,0.03,12.0,0.006,Conforme.,Nova colheita com periodicidade pré-estabelecida
280187563,SE RUIVAES,TR 4,7664 S,2015-07-30,0.23,Sintomas de degradação ligeira do papel antes da regeneração do óleo.,4.0,2.0,1.0,1.0,1.0,217.0,3.25,27.1,63.5,Estado normal,1.0,0.8642,27.0,45.0,0.05,12.0,0.006,Conforme.,Nova colheita com periodicidade pré-estabelecida
280190588,SE SANTANA,TR 2,19309 C,1996-01-24,,,3.0,2.0,16.0,5.0,1.0,38.0,1.1,32.5,77.7,,,,,,,,,,
280190588,SE SANTANA,TR 2,19309 C,1997-01-14,0.05,,2.0,1.0,12.0,4.0,1.0,15.0,1.0,29.0,63.6,,1.5,0.86,28.1,72.1,0.006,5.3,0.007,,
280190588,SE SANTANA,TR 2,19309 C,1998-04-15,0.05,,1.0,1.0,7.0,2.0,1.0,19.0,1.0,31.0,75.0,,1.5,0.859,24.5,80.3,0.007,12.2,0.009,,
280190588,SE SANTANA,TR 2,19309 C,1999-05-25,0.05,,2.3,1.4,3.5,1.1,1.0,32.0,1.0,30.0,72.0,,1.5,0.86,27.9,82.7,0.008,9.8,0.008,,
280190588,SE SANTANA,TR 2,19309 C,2000-10-16,0.05,,4.8,2.1,4.6,1.7,1.0,113.0,2.38,24.0,62.0,,2.0,0.859,26.0,67.2,0.009,15.4,0.011,,
280190588,SE SANTANA,TR 2,19309 C,2001-05-16,0.05,,4.2,1.4,4.9,1.5,1.0,51.5,1.47,26.7,67.2,,1.5,0.859,26.8,77.6,0.01,13.8,0.01,,
280190588,SE SANTANA,TR 2,19309 C,2002-06-07,0.05,,1.0,1.0,1.4,1.0,1.0,28.1,1.0,25.8,77.9,,2.0,0.846,23.6,72.2,0.016,15.7,0.013,,
280190588,SE SANTANA,TR 2,19309 C,2003-06-18,0.05,,5.9,2.1,9.0,3.6,1.0,111.8,1.79,26.3,60.2,,2.0,0.857,22.3,39.0,0.015,22.4,0.013,,
280190588,SE SANTANA,TR 2,19309 C,2004-01-13,0.09,,3.0,2.5,8.8,4.5,1.1,108.2,3.31,30.2,72.6,,2.0,0.862,22.8,71.9,0.02,10.6,0.013,,
280190588,SE SANTANA,TR 2,19309 C,2005-02-03,0.11,,1.8,2.0,22.1,8.9,1.9,59.4,3.22,32.9,76.3,,2.0,0.863,23.1,39.6,0.041,7.6,0.013,,
280190588,SE SANTANA,TR 2,19309 C,2006-11-09,0.1,,3.6,1.2,6.8,4.3,1.1,31.0,1.35,30.5,66.3,,2.0,0.8631,21.8,57.7,0.029,21.6,0.014,,
280190588,SE SANTANA,TR 2,19309 C,2007-02-21,0.09,,2.1,1.4,7.2,4.7,1.3,28.6,1.58,35.5,76.3,,2.0,0.8634,20.9,63.0,0.013,14.1,0.014,,
280190588,SE SANTANA,TR 2,19309 C,2008-04-10,0.1,,2.0,1.3,6.8,2.8,1.0,35.9,1.64,32.2,72.2,,2.0,0.8634,22.7,69.6,0.017,10.3,0.015,,
280190588,SE SANTANA,TR 2,19309 C,2009-10-02,0.13,,6.0,1.9,9.1,3.3,1.0,89.0,2.19,29.7,67.6,,2.0,0.8635,22.4,62.7,0.031,17.4,0.018,,
280190588,SE SANTANA,TR 2,19309 C,2010-09-09,0.12,,8.5,2.8,20.4,6.0,1.2,121.6,2.54,32.4,75.7,,2.0,0.8637,21.6,50.3,0.029,18.2,0.017,,
280190588,SE SANTANA,TR 2,19309 C,2011-09-16,0.1,,3.7,2.4,24.1,11.3,2.1,65.0,1.77,25.0,63.2,,2.0,0.86,20.2,39.0,0.018,19.1,0.016,,
280190588,SE SANTANA,TR 2,19309 C,2012-03-15,0.1,,9.1,2.4,27.3,12.9,2.4,30.7,1.52,29.4,62.1,,2.0,0.8601,20.0,66.6,0.034,11.4,0.02,,
280190588,SE SANTANA,TR 2,19309 C,2013-02-19,0.08,,8.8,3.1,23.6,16.7,3.2,26.0,1.27,31.4,62.4,,2.0,0.86,20.8,74.7,0.028,7.2,0.014,,
280190588,SE SANTANA,TR 2,19309 C,2014-03-26,0.1,,8.8,3.5,23.4,22.8,4.7,20.1,1.1,30.7,66.8,,2.0,0.8601,22.6,48.0,0.034,11.8,0.014,,
280190588,SE SANTANA,TR 2,19309 C,2015-01-29,0.09,Papel normal,5.0,3.0,23.0,29.0,6.0,31.0,1.0,27.0,64.3,Estado normal,2.0,0.86,22.0,94.0,0.03,8.0,0.013,Conforme.,Nova colheita com periodicidade pré-estabelecida
280190588,SE SANTANA,TR 2,19309 C,2016-01-13,0.09,Papel normal,2.0,2.0,11.0,27.0,7.0,20.0,1.14,29.8,64.9,Estado normal,2.0,0.8601,20.0,84.0,0.04,9.0,0.016,Conforme.,Nova colheita com periodicidade pré-estabelecida
280190588,SE SANTANA,TR 2,19309 C,2017-01-05,0.08,Papel normal,2.0,1.0,11.0,17.0,5.0,26.0,1.0,32.9,74.3,Estado normal,2.0,0.8599,22.0,43.0,0.03,10.0,0.017,Conforme.,Nova colheita com periodicidade pré-estabelecida
280190588,SE SANTANA,TR 2,19309 C,2018-01-03,0.08,Papel normal,1.0,1.0,8.0,8.0,3.0,30.0,1.02,29.2,67.5,Estado normal,2.0,0.86,22.0,72.0,0.03,11.0,0.015,Conforme.,Nova colheita com periodicidade pré-estabelecida
280190588,SE SANTANA,TR 2,19309 C,2019-02-12,0.09,Papel normal,4.0,5.0,6.0,4.0,2.0,23.0,1.0,29.7,65.9,Estado normal,2.0,0.86,22.0,96.0,0.03,8.0,0.015,Conforme.,Nova colheita com periodicidade pré-estabelecida
280190588,SE SANTANA,TR 2,19309 C,2020-01-22,0.05,Papel normal,4.0,3.0,7.0,4.0,1.0,25.0,1.0,35.2,75.0,Estado normal,2.0,0.86,22.0,88.0,0.04,9.0,0.016,Conforme.,Nova colheita com periodicidade pré-estabelecida
280190589,SE SANTANA,TR 1,13016 C,1996-01-24,,,2.0,2.0,2.0,1.0,1.0,91.0,1.5,28.3,70.5,,,,,,,,,,
280190589,SE SANTANA,TR 1,13016 C,1997-01-14,0.07,,3.0,2.0,4.0,2.0,1.0,76.0,1.4,25.6,65.9,,2.0,0.866,27.2,51.3,0.012,15.1,0.008,,
280190589,SE SANTANA,TR 1,13016 C,1998-04-15,0.13,,3.0,2.0,5.0,2.0,1.0,84.0,1.4,26.0,70.0,,2.0,0.866,25.4,84.9,0.019,9.1,0.011,,
280190589,SE SANTANA,TR 1,13016 C,1999-05-25,0.08,,4.7,1.7,5.2,1.4,1.0,67.0,1.18,26.0,66.0,,2.0,0.867,28.4,33.6,0.015,23.8,0.017,,
280190589,SE SANTANA,TR 1,13016 C,2000-10-16,0.12,,4.0,1.2,2.0,1.0,1.0,36.0,1.0,28.0,67.0,,2.0,0.866,25.9,68.8,0.021,10.4,0.012,,
280190589,SE SANTANA,TR 1,13016 C,2001-05-16,0.05,,3.2,1.2,3.7,1.2,1.0,41.3,1.17,22.5,58.8,,2.0,0.866,26.4,61.4,0.027,9.8,0.01,,
280190589,SE SANTANA,TR 1,13016 C,2002-06-07,0.07,,1.0,1.2,1.0,1.0,2.6,47.4,1.0,28.4,79.4,,2.0,0.846,24.4,73.4,0.024,8.8,0.011,,
280190589,SE SANTANA,TR 1,13016 C,2003-06-18,0.12,,2.2,1.2,3.3,1.0,1.0,42.3,1.0,30.0,65.3,,2.0,0.864,23.8,42.0,0.024,13.9,0.006,,
280190589,SE SANTANA,TR 1,13016 C,2004-01-13,0.13,,9.8,2.0,8.8,1.1,1.0,133.8,1.74,27.9,68.2,,2.0,0.868,23.3,29.9,0.022,24.2,0.014,,
280190589,SE SANTANA,TR 1,13016 C,2005-02-03,0.17,,7.6,3.0,19.3,1.9,1.0,158.8,2.51,29.4,72.3,,2.5,0.869,24.2,39.5,0.062,20.9,0.013,,
280190589,SE SANTANA,TR 1,13016 C,2006-11-09,0.48,,15.4,4.6,18.4,5.3,1.2,272.5,4.53,19.6,55.8,,2.5,0.8694,16.2,33.2,0.071,31.9,0.019,,
280190589,SE SANTANA,TR 1,13016 C,2007-02-21,0.51,,16.6,5.1,31.8,7.4,1.0,256.3,4.68,27.3,70.8,,2.5,0.8701,19.2,25.1,0.059,36.3,0.012,,
280190589,SE SANTANA,TR 1,13016 C,2008-04-10,0.56,,21.7,5.4,86.1,11.8,1.4,195.7,4.19,27.4,69.7,,2.5,0.8697,20.9,42.5,0.044,18.9,0.02,,
280190589,SE SANTANA,TR 1,13016 C,2009-10-02,0.63,,13.0,2.9,39.4,6.4,1.0,96.3,2.11,29.2,69.1,,2.5,0.8696,20.5,59.0,0.058,19.3,0.021,,
280190589,SE SANTANA,TR 1,13016 C,2010-09-09,0.59,,27.9,5.1,70.3,9.4,1.2,130.2,1.66,29.3,73.4,,2.5,0.8698,20.6,41.2,0.057,21.2,0.02,,
280190589,SE SANTANA,TR 1,13016 C,2011-09-16,0.52,,21.3,5.0,70.0,10.2,7.7,93.7,1.23,24.8,64.7,,2.5,0.8663,18.7,37.2,0.038,19.4,0.018,,
280190589,SE SANTANA,TR 1,13016 C,2012-03-15,0.49,,33.2,5.8,108.9,13.3,1.4,82.7,1.29,29.7,66.0,,2.5,0.8663,19.6,72.2,0.055,15.4,0.02,,
280190589,SE SANTANA,TR 1,13016 C,2014-03-26,0.5,,31.6,6.8,89.3,13.8,4.5,85.2,1.46,28.8,66.5,,2.5,0.8663,20.3,44.6,0.082,13.4,0.017,,
280190589,SE SANTANA,TR 1,13016 C,2015-01-29,0.43,Sintomas de degradação ligeira do papel isolante.,13.0,4.0,71.0,16.0,2.0,86.0,1.26,26.3,62.2,Estado normal,2.5,0.8663,20.0,74.0,0.06,14.0,0.021,Conforme.,Nova colheita com periodicidade pré-estabelecida
280190589,SE SANTANA,TR 1,13016 C,2016-01-13,0.5,Sintomas de degradação ligeira do papel isolante.,14.0,4.0,56.0,8.0,3.0,96.0,1.83,28.1,67.0,Estado normal,2.5,0.8663,20.0,56.0,0.07,17.0,0.018,Conforme.,Nova colheita com periodicidade pré-estabelecida
280190589,SE SANTANA,TR 1,13016 C,2017-01-05,0.52,Sintomas de degradação ligeira do papel isolante.,12.0,4.0,50.0,5.0,3.0,109.0,1.65,31.3,74.7,Estado normal,2.5,0.8663,20.0,70.0,0.05,16.0,0.021,Conforme.,Nova colheita com periodicidade pré-estabelecida
280190589,SE SANTANA,TR 1,13016 C,2018-01-03,0.52,Sintomas de degradação ligeira do papel isolante.,11.0,4.0,42.0,4.0,5.0,134.0,1.74,25.9,65.9,Estado normal,2.5,0.8663,19.0,76.0,0.08,17.0,0.032,Valor de tensão interfacial não conforme,Nova colheita com periodicidade pré-estabelecida
280190589,SE SANTANA,TR 1,13016 C,2019-02-12,0.55,Sintomas de degradação ligeira do papel isolante.,16.0,7.0,41.0,4.0,1.0,95.0,1.65,28.1,65.1,Estado normal,2.5,0.8663,20.0,56.0,0.08,16.0,0.018,Conforme.,Nova colheita com periodicidade pré-estabelecida
280190589,SE SANTANA,TR 1,13016 C,2020-01-22,0.43,Sintomas de degradação ligeira do papel isolante.,18.0,5.0,53.0,6.0,1.0,98.0,1.67,32.5,72.2,Estado normal,2.5,0.8664,20.0,59.0,0.08,14.0,0.018,Conforme.,Nova colheita com periodicidade pré-estabelecida
280190590,SE PORTAGEM,TR 1,LEL 12867,1996-03-19,,,3.0,4.0,1.0,55.0,9.0,98.0,2.0,28.4,71.1,,4.0,0.861,20.1,90.6,0.056,6.0,0.029,,
280190590,SE PORTAGEM,TR 1,LEL 12867,1997-02-06,0.05,,2.0,2.0,1.0,35.0,7.0,67.0,1.6,25.8,65.1,,4.0,0.86,20.0,73.9,0.066,7.7,0.03,,
280190590,SE PORTAGEM,TR 1,LEL 12867,1998-06-04,0.28,,3.3,2.6,2.3,23.0,4.9,91.0,1.7,26.0,71.0,,4.0,0.861,21.1,77.2,0.108,8.9,0.028,,
280190590,SE PORTAGEM,TR 1,LEL 12867,2000-03-15,0.29,,5.9,2.9,1.2,24.0,4.7,83.0,1.72,28.0,75.0,,4.0,0.862,21.4,66.1,0.071,7.0,0.041,,
280190590,SE PORTAGEM,TR 1,LEL 12867,2002-02-11,0.22,,2.9,2.4,1.0,12.1,3.2,122.8,1.53,15.0,77.8,,4.5,0.861,17.8,91.1,0.081,8.0,0.034,,
280190590,SE PORTAGEM,TR 1,LEL 12867,2002-12-04,0.4,,3.8,2.7,1.6,12.9,3.2,128.8,1.73,25.4,63.3,,4.5,0.86,18.3,53.0,0.091,11.4,0.035,,
280190590,SE PORTAGEM,TR 1,LEL 12867,2004-02-26,0.41,,9.6,3.2,1.8,18.1,4.3,97.8,1.73,29.0,69.9,,4.5,0.865,17.1,64.4,0.068,9.2,0.037,,
280190590,SE PORTAGEM,TR 1,LEL 12867,2005-03-23,0.43,,10.1,5.0,1.1,33.6,6.2,74.6,1.73,28.7,67.0,,4.5,0.865,19.4,88.2,0.095,19.7,0.04,,
280190590,SE PORTAGEM,TR 1,LEL 12867,2006-03-31,0.6,,6.4,4.7,1.0,63.9,14.0,92.3,2.22,31.5,76.8,,4.0,0.865,17.4,93.7,0.132,9.8,0.039,,
280190590,SE PORTAGEM,TR 1,LEL 12867,2007-02-02,0.48,,9.3,4.6,1.0,72.8,19.2,121.8,2.53,31.2,77.9,,4.0,0.865,13.6,50.1,0.132,17.4,0.042,,
280190590,SE PORTAGEM,TR 1,LEL 12867,2008-02-08,0.39,,7.7,3.7,1.0,67.7,21.2,93.2,2.26,30.4,71.3,,4.5,0.8651,17.3,80.5,0.096,8.0,0.039,,
280190590,SE PORTAGEM,TR 1,LEL 12867,2009-01-15,,,,,,,,,,,,,,,,80.4,,6.0,,,
280190590,SE PORTAGEM,TR 1,LEL 12867,2009-02-26,0.09,,2.9,1.1,1.0,1.0,1.0,52.4,1.0,25.3,58.4,,0.5,0.8727,35.4,95.5,0.002,3.2,0.004,,
280190590,SE PORTAGEM,TR 1,LEL 12867,2010-01-22,0.1,,1.7,1.8,1.0,1.0,1.0,94.0,1.62,33.3,72.6,,0.5,0.8727,28.2,70.3,0.006,5.6,0.004,,
280190590,SE PORTAGEM,TR 1,LEL 12867,2011-02-25,0.11,,2.3,1.9,1.0,2.3,1.3,68.6,1.65,31.4,66.7,,0.5,0.8693,34.9,91.6,0.004,3.5,0.004,,
